FID,OBJECTID_1,OBJECTID_2,OBJECTID_3,OBJECTID_4,OBJECTID,LINE_ID,TYPE,CALC_LENGT,DIAMETER,DRAINAGE_A,FLOW_RATE,LENGTH,WIDTH,HEIGHT,SLOPE,ROUGHNESS,VELOCITY,UPSTREAMNO,DOWNSTREAM,UPSTREAM_1,DOWNSTRE_1,FILENUM,INSTALL_DA,LIFE_CYCLE,OWNER,DATA_SOURC,CREATED_BY,LAST_EDITE,LAST_EDI_1,TYPE_USE,SHAPESTLen,Shape_Leng,Permanent_,FDate,Resolution,GNIS_ID,GNIS_Name,LengthKM,ReachCode,FlowDir,WBArea_Per,FTYPE,FCode,ComID,WbAreaComi,HUC8,DIVERGENCE,STREAMORDE,TOCOMID,CUMDRAINAG,MAFLOWU,MAVELU,TONODE,FROMNODE,OBJECTID_5,MainPath,InNetwork,Visibility,Shape_Le_1,Shape_Le_2,Shape_Le_3,Shape_Le_4,Enabled,Shape_Le_5,ORIG_FID,POINT_X,POINT_Y,POINT_Z,POINT_M,Elevation,subcatch_r
917,823,35,35,35,3015,18240,Reinforced Concrete Pipe,151.545897400000001,18, , ,140, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,151.545897402999998,0.000420376505959, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000420376505959,0.000420376341942,1,0.000420376341942,458,-157.757749778000004,21.276000044000000,0.000000000000000,nan,1.1089200,74
918,828,5701,5701,5968,54034,18358,Reinforced Concrete Pipe,40.469935550000002,18, , ,35, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,40.469935554899997,0.000117570124576, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000117570124576,0.000117569968451,1,0.000117569968451,459,-157.754725406999995,21.295656559000001,0.000000000000000,nan,253.3560028,18
919,828,5701,5701,5968,54034,18358,Reinforced Concrete Pipe,40.469935550000002,18, , ,35, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,40.469935554899997,0.000117570124576, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000117570124576,0.000117569968451,1,0.000117569968451,459,-157.754617746000008,21.295703800999998,0.000000000000000,nan,253.3560028,18
920,829,605,605,606,4955,17338,Reinforced Concrete Pipe,49.479604729999998,18, , ,49.480000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,49.479604727999998,0.000141337930159, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000141337930159,0.000141337695906,1,0.000141337695906,460,-157.756495809000000,21.287938550000000,0.000000000000000,nan,105.5469971,8
921,829,605,605,606,4955,17338,Reinforced Concrete Pipe,49.479604729999998,18, , ,49.480000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,49.479604727999998,0.000141337930159, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000141337930159,0.000141337695906,1,0.000141337695906,460,-157.756603969999986,21.288029530999999,0.000000000000000,nan,105.5469971,8
922,833,5730,5730,5997,54085,16233,Reinforced Concrete Pipe,84.424136840000003,18, , ,84.425000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,84.424136843200003,0.000245775122040, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000245775122040,0.000245775200974,1,0.000245775200974,461,-157.757333963999997,21.286862123999999,0.000000000000000,nan,230.4709930,59
923,833,5730,5730,5997,54085,16233,Reinforced Concrete Pipe,84.424136840000003,18, , ,84.425000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,84.424136843200003,0.000245775122040, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000245775122040,0.000245775200974,1,0.000245775200974,461,-157.757563215000005,21.286773527000001,0.000000000000000,nan,230.4709930,59
924,837,2021,2021,2119,19017,23686,Reinforced Concrete Pipe,90.452013010000002,18, , ,90, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,90.452013009599995,0.000254499830668, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000254499830668,0.000254500213132,1,0.000254500213132,462,-157.744568635000007,21.286084703000000,0.000000000000000,nan,515.8129883,60
925,837,2021,2021,2119,19017,23686,Reinforced Concrete Pipe,90.452013010000002,18, , ,90, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,90.452013009599995,0.000254499830668, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000254499830668,0.000254500213132,1,0.000254500213132,462,-157.744417765000009,21.285879742999999,0.000000000000000,nan,293.6629944,60
926,838,2287,2287,2403,22161,14973,Reinforced Concrete Pipe,218.867193270000001,24, , ,218.87, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,218.867193272000009,0.000640021756427, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000640021756427,0.000640022552318,1,0.000640022552318,463,-157.754594370999996,21.290545259999998,0.000000000000000,nan,119.4970016,51
927,838,2287,2287,2403,22161,14973,Reinforced Concrete Pipe,218.867193270000001,24, , ,218.87, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,218.867193272000009,0.000640021756427, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000640021756427,0.000640022552318,1,0.000640022552318,463,-157.755213313000013,21.290382350000002,0.000000000000000,nan,119.4970016,51
928,840,4343,4343,4544,41245,60009,Ditch,627.863386669999954, , , , , , , , , , , , , ,18150, , ,Private,SWQDC Other,SWQDC,jnolan,OWNERSHIP taken from Parcels & Easements; Edited by Easements, ,627.863386675000015,0.001739291113440, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.001739291113440,0.001739291459910,1,0.001739291459910,464,-157.757039778999996,21.293783888000000,0.000000000000000,nan,231.1410065,10
929,840,4343,4343,4544,41245,60009,Ditch,627.863386669999954, , , , , , , , , , , , , ,18150, , ,Private,SWQDC Other,SWQDC,jnolan,OWNERSHIP taken from Parcels & Easements; Edited by Easements, ,627.863386675000015,0.001739291113440, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.001739291113440,0.001739291459910,1,0.001739291459910,464,-157.757583610000012,21.292136738000000,0.000000000000000,nan,399.7990112,43
930,843,590,590,591,4849,24189,Reinforced Concrete Pipe,120.233413670000004,30, , ,115, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18150 and Parcels, ,120.233413666000004,0.000332936269529, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000332936269529,0.000332936221288,1,0.000332936221288,465,-157.756931097000006,21.296068493000000,0.000000000000000,nan,269.0729980,88
931,843,590,590,591,4849,24189,Reinforced Concrete Pipe,120.233413670000004,30, , ,115, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18150 and Parcels, ,120.233413666000004,0.000332936269529, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000332936269529,0.000332936221288,1,0.000332936221288,465,-157.756828025999994,21.296385073000000,0.000000000000000,nan,269.0729980,88
932,844,439,439,440,4326,16790,Reinforced Concrete Pipe,41.459795530000001,18, , ,41.460000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,41.459795529499999,0.000117827265461, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000117827265461,0.000117827837707,1,0.000117827837707,466,-157.757412641000002,21.284562872999999,0.000000000000000,nan,192.2610016,62
933,844,439,439,440,4326,16790,Reinforced Concrete Pipe,41.459795530000001,18, , ,41.460000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,41.459795529499999,0.000117827265461, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000117827265461,0.000117827837707,1,0.000117827837707,466,-157.757496583000005,21.284645560000001,0.000000000000000,nan,192.2610016,62
934,845,3193,3193,3341,29872,34358,Reinforced Concrete Pipe,47.724185069999997, , , , , , , , , , , , , ,9847,1992-05-29T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan,Existing RCP, ,47.724185065299999,0.000138794647453, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000138794647453,0.000138794022290,1,0.000138794022290,467,-157.746917042000007,21.291065540999998,0.000000000000000,nan,763.1849976,54
935,845,3193,3193,3341,29872,34358,Reinforced Concrete Pipe,47.724185069999997, , , , , , , , , , , , , ,9847,1992-05-29T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan,Existing RCP, ,47.724185065299999,0.000138794647453, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000138794647453,0.000138794022290,1,0.000138794022290,467,-157.746788713000001,21.291012669000001,0.000000000000000,nan,763.1849976,54
936,846,1223,1223,1226,7301,25061,Reinforced Concrete Pipe,65.481720620000004,48, , ,65, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan,OWNERSHIP taken from Parcels, ,65.481720624399998,0.000192342745350, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000192342745350,0.000192342667242,1,0.000192342667242,468,-157.756421671999988,21.299998666000000,0.000000000000000,nan,335.3030090,24
937,846,1223,1223,1226,7301,25061,Reinforced Concrete Pipe,65.481720620000004,48, , ,65, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan,OWNERSHIP taken from Parcels, ,65.481720624399998,0.000192342745350, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000192342745350,0.000192342667242,1,0.000192342667242,468,-157.756106888000005,21.299983960599999,0.000000000000000,nan,335.3030090,20
938,849,2188,2188,2295,20659,21668,Reinforced Concrete Pipe,19.952596759999999,18, , ,19.953, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,19.952596756100000,0.000058139951604, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000058139951604,0.000058140140906,1,0.000058140140906,469,-157.754039338000013,21.280986202000001,0.000000000000000,nan,9.6477804,75
939,849,2188,2188,2295,20659,21668,Reinforced Concrete Pipe,19.952596759999999,18, , ,19.953, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,19.952596756100000,0.000058139951604, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000058139951604,0.000058140140906,1,0.000058140140906,469,-157.753984666000008,21.280966421999999,0.000000000000000,nan,9.6477804,75
940,851,1548,1548,1551,10801,39020,Ditch,484.093073349999997, ,0.630000,3.020000, , , , , , , , , , ,9847,1992-05-29T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan,TYPE=Interceptor Ditch, ,484.093073349000008,0.001340794858670, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.001340794858670,0.001340794787090,1,0.001340794787090,470,-157.748429334000008,21.290492211000000,0.000000000000000,nan,652.4310303,55
941,851,1548,1548,1551,10801,39020,Ditch,484.093073349999997, ,0.630000,3.020000, , , , , , , , , , ,9847,1992-05-29T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan,TYPE=Interceptor Ditch, ,484.093073349000008,0.001340794858670, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.001340794858670,0.001340794787090,1,0.001340794787090,470,-157.748737145000007,21.289221219000002,0.000000000000000,nan,540.5000000,55
942,852,5066,5066,5295,47614,39017,Reinforced Concrete Pipe,368.705135610000013,18,3.09,11.12, , , ,0.190000,0.510000,8.300000, , , , ,9847,1992-05-29T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan, , ,368.705135607999978,0.001015043909280, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.001015043909280,0.001015044433270,1,0.001015044433270,471,-157.749104198999987,21.289934597999999,0.000000000000000,nan,652.4310303,55
943,852,5066,5066,5295,47614,39017,Reinforced Concrete Pipe,368.705135610000013,18,3.09,11.12, , , ,0.190000,0.510000,8.300000, , , , ,9847,1992-05-29T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan, , ,368.705135607999978,0.001015043909280, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.001015043909280,0.001015044433270,1,0.001015044433270,471,-157.749077491000008,21.288919905000000,0.000000000000000,nan,540.5000000,55
944,853,4606,4606,4819,43735,15809,Reinforced Concrete Pipe,211.387292260000009,18, , ,211.387000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,211.387292260999999,0.000610373111219, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000610373111219,0.000610373959320,1,0.000610373959320,472,-157.757197702000013,21.284657298999999,0.000000000000000,nan,57.0390015,62
945,853,4606,4606,4819,43735,15809,Reinforced Concrete Pipe,211.387292260000009,18, , ,211.387000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,211.387292260999999,0.000610373111219, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000610373111219,0.000610373959320,1,0.000610373959320,472,-157.756351470999988,21.284301074199998,0.000000000000000,nan,57.0390015,62
946,854,3980,3980,4167,38032,16082,Reinforced Concrete Pipe,195.264724349999995,18, , ,195.264000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,195.264724354999998,0.000543669995815, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000543669995815,0.000543670026511,1,0.000543670026511,473,-157.751971547000011,21.283858961000000,0.000000000000000,nan,17.9643002,91
947,854,3980,3980,4167,38032,16082,Reinforced Concrete Pipe,195.264724349999995,18, , ,195.264000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,195.264724354999998,0.000543669995815, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000543669995815,0.000543670026511,1,0.000543670026511,473,-157.751738130000007,21.283367976000001,0.000000000000000,nan,48.7173996,91
948,855,2551,2551,2677,24170,23389,Reinforced Concrete Pipe,34.355680210000003,18, , ,25, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,34.355680210099997,0.000095222745069, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000095222745069,0.000095222578652,1,0.000095222578652,474,-157.746177348999993,21.292767107000000,0.000000000000000,nan,836.4689941,45
949,855,2551,2551,2677,24170,23389,Reinforced Concrete Pipe,34.355680210000003,18, , ,25, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,34.355680210099997,0.000095222745069, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000095222745069,0.000095222578652,1,0.000095222578652,474,-157.746145592000005,21.292677336000001,0.000000000000000,nan,836.4689941,45
950,856,4779,4779,4999,45283,16987,Reinforced Concrete Pipe,185.387456350000008,24, , ,185.389000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,185.387456350000008,0.000514480910973, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000514480910973,0.000514481193683,1,0.000514481193683,475,-157.753529501000003,21.287518511999998,0.000000000000000,nan,97.2604980,34
951,856,4779,4779,4999,45283,16987,Reinforced Concrete Pipe,185.387456350000008,24, , ,185.389000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,185.387456350000008,0.000514480910973, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000514480910973,0.000514481193683,1,0.000514481193683,475,-157.753342919000005,21.287997967999999,0.000000000000000,nan,166.0939941,34
952,858,1381,1381,1384,8085,23562,Reinforced Concrete Pipe,190.351504180000006,24, , ,180, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18157, ,190.351504183999992,0.000558742793337, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000558742793337,0.000558742826712,1,0.000558742826712,476,-157.744124991000007,21.282612056000001,0.000000000000000,nan,187.8580017,65
953,858,1381,1381,1384,8085,23562,Reinforced Concrete Pipe,190.351504180000006,24, , ,180, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18157, ,190.351504183999992,0.000558742793337, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000558742793337,0.000558742826712,1,0.000558742826712,476,-157.744681173999993,21.282558633000001,0.000000000000000,nan,256.4549866,67
954,859,1338,1338,1341,7848,23385,Reinforced Concrete Pipe,142.380815009999992,12, , ,135, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,142.380815011999999,0.000399661109005, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000399661109005,0.000399660542496,1,0.000399660542496,477,-157.745902099000006,21.294725417999999,0.000000000000000,nan,884.5490112,45
955,859,1338,1338,1341,7848,23385,Reinforced Concrete Pipe,142.380815009999992,12, , ,135, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,142.380815011999999,0.000399661109005, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000399661109005,0.000399660542496,1,0.000399660542496,477,-157.746125930000005,21.294394343000000,0.000000000000000,nan,884.5490112,45
956,860,5778,5778,6045,54327,19619,Reinforced Concrete Pipe,75.582967370000006,24, , ,80, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,75.582967369000002,0.000210499359056, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000210499359056,0.000210499354379,1,0.000210499354379,478,-157.758596138000001,21.274801225000001,0.000000000000000,nan,-0.1965530,81
957,860,5778,5778,6045,54327,19619,Reinforced Concrete Pipe,75.582967370000006,24, , ,80, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,75.582967369000002,0.000210499359056, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000210499359056,0.000210499354379,1,0.000210499354379,478,-157.758687610000010,21.274990810999999,0.000000000000000,nan,1.1089200,81
958,861,2667,2667,2798,25698,17175,Reinforced Concrete Pipe,55.609675789999997,18, , ,50, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,55.609675785900002,0.000153679597915, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000153679597915,0.000153679045399,1,0.000153679045399,479,-157.754145654000013,21.288363414999999,0.000000000000000,nan,78.2424011,37
959,861,2667,2667,2798,25698,17175,Reinforced Concrete Pipe,55.609675789999997,18, , ,50, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,55.609675785900002,0.000153679597915, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000153679597915,0.000153679045399,1,0.000153679045399,479,-157.754184325000011,21.288512148999999,0.000000000000000,nan,78.2424011,37
960,862,1559,1559,1562,10835,39145,Reinforced Concrete Pipe,122.189602870000002,48,5.800000,133.070000, , , ,0.360000,1.080000,10.600000, , , , ,9847,1992-05-29T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan,"A50=20.75, Aover=10.5", ,122.189602871000005,0.000336916965863, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000336916965863,0.000336917266342,1,0.000336917266342,480,-157.748314042000004,21.289010532999999,0.000000000000000,nan,540.5000000,53
961,862,1559,1559,1562,10835,39145,Reinforced Concrete Pipe,122.189602870000002,48,5.800000,133.070000, , , ,0.360000,1.080000,10.600000, , , , ,9847,1992-05-29T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan,"A50=20.75, Aover=10.5", ,122.189602871000005,0.000336916965863, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000336916965863,0.000336917266342,1,0.000336917266342,480,-157.748368889000005,21.288678109999999,0.000000000000000,nan,540.5000000,55
962,864,2086,2086,2193,20197,18967,Reinforced Concrete Pipe,139.080573579999992,36, , ,54.923000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,139.080573578000013,0.000406142230661, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000406142230661,0.000406142640201,1,0.000406142640201,481,-157.754817228000007,21.281904135000001,0.000000000000000,nan,9.6477804,23
963,864,2086,2086,2193,20197,18967,Reinforced Concrete Pipe,139.080573579999992,36, , ,54.923000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,139.080573578000013,0.000406142230661, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000406142230661,0.000406142640201,1,0.000406142640201,481,-157.754428571000005,21.282022023000000,0.000000000000000,nan,9.6477804,23
